sector,project_name,original_cost_cr,revised_cost_cr,anticipated_cost_cr,expenditure_cum_cr,approval_year,original_doc_year,tor_months,delayed,planned_duration_years,cost_overrun_pct,overrun_flag,overrun_ratio,physical_progress
ROAD TRANSPORT AND HIGHWAYS,IMPROVEMENT OF WAY TO 2 LANE WITH FROM KM. 86/160 TO,423.48,,423.48,149.27,2022,2024.0,0.0,0.0,2.0,0.0,0,0.0,71.08
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION OF THORRUR SECTION TO PAVED SHOULDERS FRO,549.28,,549.28,103.51,2022,2024.0,0.0,0.0,2.0,0.0,0,0.0,70.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF LB- SECTION TO 6-LANE WITH SERVI,545.11,,545.11,191.56,2021,2024.0,11.0,1.0,3.0,0.0,0,0.0,75.92
ROAD TRANSPORT AND HIGHWAYS,TWO LANE WITH PAVED OF 'BODHAN BASAR BHAINSA ' KM 38/900 TO 95/3,644.45,,644.45,182.85,2022,2025.0,3.0,1.0,3.0,0.0,0,0.0,92.5
ROAD TRANSPORT AND HIGHWAYS,"OF 4-LANE FLYOVER AT ROAD, HYDERABAD ON NH-",186.71,,,149.64,2017,2023.0,,,,0.0,0,0.0,91.5
ROAD TRANSPORT AND HIGHWAYS,TWO LANE WITH PAVED FROM KM 0/000 TO KM 79/300 - KOLLAPUR SECTI,886.69,,886.69,90.46,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,59.29
ROAD TRANSPORT AND HIGHWAYS,2 LANE WITH PAVED OF SIDDIPET-ELKATHURTHY KM 69/978 TO KM 133/6,578.85,,578.85,172.76,2022,2024.0,0.0,0.0,2.0,0.0,0,0.0,79.25
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING TO 2/4 SHOULDERS OF ? CHINCHOLI SECTION,703.68,,703.68,,2022,2025.0,6.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING TO 4 WITH PAVED SHOULDERS SECTION,631.49,,631.49,7.92,2022,2024.0,19.0,1.0,2.0,0.0,0,0.0,25.0
ROAD TRANSPORT AND HIGHWAYS,OF GEOMETRICS OF TO KOTHUR FROM KM 34.14 OF NH-44-RCW,541.58,,541.58,34.89,2022,2024.0,16.0,1.0,2.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF KARIMNAGAR- OF NH-563 FROM KM NEAR SH-1,2146.86,2413.0,2414.46,999.41,2022,2025.0,0.0,0.0,3.0,12.3967,1,0.123967,71.83
ROAD TRANSPORT AND HIGHWAYS,OF 4-LANE ACCESS GREENFIELD HIGHWAY,832.62,,832.62,0.0,2023,2025.0,24.0,1.0,2.0,0.0,0,0.0,
PETROLEUM,RAIL FED DEPOT AT AGARTALA AS RESITEMENT DHARMANAGAR DEPOT,656.0,,656.0,415.86,2022,2025.0,1.0,1.0,3.0,0.0,0,0.0,82.2
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF KM 0.00 TO KM 18.600 OF SECTION,277.5,302.02,302.02,260.38,2020,2022.0,35.0,1.0,2.0,8.836,1,0.08836,99.94
ROAD TRANSPORT AND HIGHWAYS,TO KHOWAI PKG-4,159.13,171.5,171.5,84.33,2020,2022.0,29.0,1.0,2.0,7.7735,1,0.077735,100.0
ROAD TRANSPORT AND HIGHWAYS,JOLAIBARI - BELONIA,201.99,,287.47,148.22,2020,2022.0,39.0,1.0,2.0,42.3189,1,0.423189,100.0
ROAD TRANSPORT AND HIGHWAYS,MANU-SIMLUNG PKG-2,456.88,,456.88,122.23,2022,2025.0,4.0,1.0,3.0,0.0,0,0.0,49.88
ROAD TRANSPORT AND HIGHWAYS,AND WIDENING TO 2-LANE PAVED SHOULDER FROM SRIMANTAPUR,195.95,,195.95,38.1,2023,2024.0,13.0,1.0,1.0,0.0,0,0.0,45.3
ROAD TRANSPORT AND HIGHWAYS,PAVED SHOULDER AGARTALA SIDE) CONNECTING NH-,2026.05,,2026.05,26.34,2023,2027.0,0.0,0.0,4.0,0.0,0,0.0,8.38
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION OF DESIGN KM 25.250 TO KM,174.43,,,9.34,2020,2026.0,,,,0.0,0,0.0,16.61
ROAD TRANSPORT AND HIGHWAYS,AND WIDENING TO 2-LANE SHOULDER OF ROAD FROM,431.78,,,52.82,2024,2026.0,,,,0.0,0,0.0,34.61
ROAD TRANSPORT AND HIGHWAYS,TO KHAYERPUR KM 242+500 TO KM,920.66,,920.66,73.41,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,22.0
ROAD TRANSPORT AND HIGHWAYS,PKG-4,726.9,,726.9,0.0,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,3.1
CIVIL AVIATION,"AIRPORT , LUCKNOW",1383.0,1938.0,3291.81,,2018,2021.0,61.0,1.0,3.0,40.1302,1,0.401302,
CIVIL AVIATION,OF AYODHYA AIRPORT,242.14,328.0,358.0,344.58,2021,2022.0,30.0,1.0,1.0,35.4588,1,0.354588,99.9
CIVIL AVIATION,"AIRPORT - CONSTRUCTION OF BUILDING, SECOND LINK APRON EXPANSION,",185.75,274.38,274.38,200.46,2023,2024.0,8.0,1.0,1.0,47.7147,1,0.477147,95.0
CIVIL AVIATION,OF NEW CIVIL AGRA AIRPORT.,579.0,,579.0,56.17,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,11.5
CIVIL AVIATION,OF LAL INTERNATIONAL,2869.65,,2869.65,255.45,2024,2027.0,0.0,0.0,3.0,0.0,0,0.0,14.5
COAL,PRADESH POWER 1980 MW,17237.0,21780.94,21780.94,19854.8,2016,2021.0,47.0,1.0,5.0,26.3615,1,0.263615,90.89
PETROLEUM,PROJECT,910.56,1299.02,1299.02,961.0,2019,2024.0,14.0,1.0,5.0,42.6617,1,0.426617,95.8
PETROLEUM,OF FACILITIES AT PLANT,260.12,,260.12,1.03,2022,2025.0,20.0,1.0,3.0,0.0,0,0.0,25.0
PETROLEUM,TERMINAL AT MIRZAPUR,980.45,,980.45,200.55,2022,2026.0,5.0,1.0,4.0,0.0,0,0.0,49.8
PETROLEUM,"PROJECTS AT , SITAPUR, BAHRAICH,",16654.0,,16654.0,544.01,2022,2030.0,0.0,0.0,8.0,0.0,0,0.0,9.5
POWER,THERMAL POWER,17195.31,,17195.31,,2024,2030.0,0.0,0.0,6.0,0.0,0,0.0,
POWER,SYSTEM FOR EVACUATION RAJASTHAN REZ PH-IV PART A,5846.0,,5846.0,78.74,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,
POWER,SYSTEM FOR TO FACILITATE OF POWER FROM COMPLEX,213.0,,213.0,0.0,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,
RAILWAYS,- 3RD RUNNING LINE.,1015.59,,1250.0,1178.02,2016,2025.0,6.0,1.0,9.0,23.0812,1,0.230812,50.0
RAILWAYS,MAU- MAU-INDARA) PATCH,1177.96,,2145.0,2050.16,2016,2024.0,8.0,1.0,8.0,82.0945,1,0.820945,81.0
RAILWAYS,AND KHAIRAR BHIMSEN,4329.53,,4329.53,2008.74,2018,2026.0,12.0,1.0,8.0,0.0,0,0.0,50.0
RAILWAYS,DOUBLING,2002.0,,2001.0,1725.18,2016,2022.0,49.0,1.0,6.0,0.0,0,0.0,90.0
RAILWAYS,LINE,5323.39,,5190.26,5046.07,2016,2024.0,0.0,0.0,8.0,0.0,0,0.0,
RAILWAYS,LINE BETWEEN AND NEW CROSSING,199.96,,199.96,55.09,2022,2027.0,0.0,0.0,5.0,0.0,0,0.0,
RAILWAYS,- ALLAHABAD - 3RD LINE,2649.44,,2390.0,83.1,2019,2026.0,0.0,0.0,7.0,0.0,0,0.0,55.0
RAILWAYS,FLYOVER,1456.89,1244.13,1456.89,10.14,2020,2026.0,0.0,0.0,6.0,0.0,0,0.0,8.1
RAILWAYS,WITH FLYOVER AT,356.09,,356.0,,2017,2024.0,11.0,1.0,7.0,0.0,0,0.0,
RAILWAYS,KHAN - 3RD LINE 6.9 KM OF FLYOVER AT,451.99,779.49,779.49,122.08,2019,2025.0,0.0,0.0,6.0,72.4574,1,0.724574,43.0
RAILWAYS,- 4TH LINE,494.11,,494.11,42.61,2019,2026.0,0.0,0.0,7.0,0.0,0,0.0,42.0
RAILWAYS,FOR ETAWAH BOUND,187.21,,250.17,1.29,2019,2025.0,3.0,1.0,6.0,33.6307,1,0.336307,8.0
RAILWAYS,DOHRIGHAT,371.77,,1319.75,569.15,2019,2029.0,0.0,0.0,10.0,254.991,1,2.54991,3.0
RAILWAYS,-NEPALGANJ,950.0,,500.0,402.22,2020,2024.0,6.0,1.0,4.0,0.0,0,0.0,22.0
RAILWAYS,BALRAMPUR,4939.78,,4939.78,1114.69,2018,2030.0,0.0,0.0,12.0,0.0,0,0.0,7.0
RAILWAYS,AMETHI DOUBLING,721.72,,1100.0,58.98,2017,2025.0,9.0,1.0,8.0,52.4137,1,0.524137,70.0
RAILWAYS,3RD AND 4TH LINE,323.85,,407.0,5.17,2019,2025.0,9.0,1.0,6.0,25.6755,1,0.256755,58.0
RAILWAYS,JAUNPUR JN-,177.33,,177.33,0.89,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,10.0
RAILWAYS,- DOUBLING WITH,357.48,,409.38,362.09,2018,2025.0,0.0,0.0,7.0,14.5183,1,0.145183,
RAILWAYS,WITH,2529.46,,2529.46,1636.33,2018,2024.0,2.0,1.0,6.0,0.0,0,0.0,
RAILWAYS,- GORAKHPUR - GORAKHPUR - 3RD RUNNING LINE,351.03,,500.37,476.09,2016,2025.0,5.0,1.0,9.0,42.5434,1,0.425434,86.0
ROAD TRANSPORT AND HIGHWAYS,OF RING ROAD FOR,282.41,,319.96,276.35,2019,2022.0,39.0,1.0,3.0,13.2963,1,0.132963,88.0
ROAD TRANSPORT AND HIGHWAYS,HARIDWAR-NAGINA 73.00,1408.0,1659.12,1659.12,1329.27,2016,2020.0,60.0,1.0,4.0,17.8352,1,0.178352,88.97
ROAD TRANSPORT AND HIGHWAYS,HAPUR BYPASS TO SECTION INCLUDING HAPUR,2140.93,,2140.93,2067.7,2018,2021.0,43.0,1.0,3.0,0.0,0,0.0,99.65
ROAD TRANSPORT AND HIGHWAYS,LANING OF RAEBARELI - SECTION OF NH-330A FROM,724.6,,724.6,569.96,2020,2023.0,29.0,1.0,3.0,0.0,0,0.0,96.0
ROAD TRANSPORT AND HIGHWAYS,OF 6 LANE BRIDGE ON AND ITS APPROACHES IN ALLAHABAD ON EPC MOD,1948.25,,1948.25,1133.21,2018,2024.0,18.0,1.0,6.0,0.0,0,0.0,77.0
ROAD TRANSPORT AND HIGHWAYS,OF FOUR-LANE ELEVATED KM.4+634 TO KM.6+345 ON RETAINING W,185.09,269.81,269.81,266.35,2021,2023.0,16.0,1.0,2.0,45.7723,1,0.457723,100.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2 OF RADHAITA TO PILIBHIT 46.130 KM,199.39,212.96,199.39,200.01,2020,2024.0,11.0,1.0,4.0,6.8058,1,0.068058,100.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2 OF MIRANPUR KATRA TO OF NH-730C F,172.5,169.56,172.5,,2020,2024.0,14.0,1.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,PS OF BEWAR TO NEAR SECTION OF NH-92 FROM UNDER GNHCP,236.47,,236.47,145.88,2020,2024.0,16.0,1.0,4.0,0.0,0,0.0,87.0
ROAD TRANSPORT AND HIGHWAYS,PS OF NEAR KARRI VILLAGE SECTION OF NH-92 FROM 57.346 UNDER GNHCP,211.09,,211.09,147.58,2020,2024.0,12.0,1.0,4.0,0.0,0,0.0,96.0
ROAD TRANSPORT AND HIGHWAYS,AND OF NH-731A FROM KM 0.00,264.86,,264.86,129.12,2021,2023.0,23.0,1.0,2.0,0.0,0,0.0,84.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO PAVED SHOULDER FROM EXISTING KM 55.00,307.11,,307.11,199.38,2021,2024.0,14.0,1.0,3.0,0.0,0,0.0,91.0
ROAD TRANSPORT AND HIGHWAYS,WITH PS OF BEWAR TO OF NH-730C FROM UNDER GNHCP,325.24,340.16,325.24,284.35,2020,2024.0,8.0,1.0,4.0,4.5874,1,0.045874,96.0
ROAD TRANSPORT AND HIGHWAYS,UPGRADATION TO FOUR FROM KM.34.900,395.62,392.03,395.62,281.93,2021,2024.0,14.0,1.0,3.0,0.0,0,0.0,72.0
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING FROM ROAD) TO TW,227.06,,227.06,141.89,2021,2024.0,11.0,1.0,3.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,HIGHWAY FROM ? DEHRADUN SECTION FROM,836.24,,836.24,,2021,2023.0,20.0,1.0,2.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,HIGHWAY TO DAAT KALI TUNNEL OF ? DEHRADUN SECTION FROM,990.28,,990.28,997.62,2021,2023.0,20.0,1.0,2.0,0.0,0,0.0,98.79
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING OF BHARTHANA CHOWK TO,262.37,343.77,343.77,278.92,2020,2024.0,10.0,1.0,4.0,31.0249,1,0.310249,85.0
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION OF TO 2/4L PS FROM KM START OF KHUTAR B,762.62,,838.68,561.21,2022,2025.0,7.0,1.0,3.0,9.9735,1,0.099735,94.75
ROAD TRANSPORT AND HIGHWAYS,- SHAMLI AND NH-709A,326.79,,329.79,113.42,2022,2024.0,15.0,1.0,2.0,0.918,1,0.00918,96.0
ROAD TRANSPORT AND HIGHWAYS,VILLAGE AT KM 32.982 TO 1C),1384.79,,1384.79,657.94,2021,2025.0,2.0,1.0,4.0,0.0,0,0.0,97.98
ROAD TRANSPORT AND HIGHWAYS,KANPUR - LUCKNOW PKG II FROM KM. 28.500 TO,2470.64,,2335.0,691.28,2021,2025.0,2.0,1.0,4.0,0.0,0,0.0,87.62
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION OF TO 4L PS FROM KM 229.070 OF HARDOI DIS,540.97,,540.97,,2021,2024.0,9.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD TO VILL.-LOHADDA FROM K,1602.48,,1602.48,444.51,2022,2024.0,11.0,1.0,2.0,0.0,0,0.0,92.0
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD VILL-LOHADDA TO VILL- FROM KM. 27.000 TO,1335.45,,1335.45,462.61,2022,2024.0,11.0,1.0,2.0,0.0,0,0.0,82.45
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD VILL-KHYAWARI TO VILL- SAHARANPUR BYPASS FROM,1428.19,,1428.19,529.71,2022,2024.0,11.0,1.0,2.0,0.0,0,0.0,88.46
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD VILL-KARAUNDA MAHAJAN TO FROM KM. 56.500 TO K,1159.96,,1159.96,515.16,2022,2024.0,11.0,1.0,2.0,0.0,0,0.0,98.69
ROAD TRANSPORT AND HIGHWAYS,"TO MIRANPUR NH-709AD, PKG-III",923.15,,923.15,455.61,2021,2024.0,0.0,0.0,3.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,TO KOTAWALI SECTION PKG-IV,300.79,,300.79,122.56,2021,2023.0,14.0,1.0,2.0,0.0,0,0.0,76.7
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION FROM LANE OF NH STRETCH UNDER PARIYOJANA FOR U,1779.83,,2200.0,1066.0,2019,2023.0,13.0,1.0,4.0,23.6073,1,0.236073,100.0
ROAD TRANSPORT AND HIGHWAYS,BYAPSS- SAHARANPUR TO KM 155.025 SECTION OF,779.17,,779.17,64.1,2019,2022.0,32.0,1.0,3.0,0.0,0,0.0,98.27
ROAD TRANSPORT AND HIGHWAYS,EXPRESSWAY PKG-1 OF 6-LANE TO EIGHT LANE,1972.1,,1936.0,,2021,2025.0,0.0,0.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,RAMPUR BYPASS OF BE DEVELOPED TO 4-LANE ON,364.47,,,208.55,2021,2024.0,,,,0.0,0,0.0,91.66
ROAD TRANSPORT AND HIGHWAYS,NAJIBABAD BYPASS OF NH- 105.423 TO KM. 118.373 2.45 KM. OF NH-74,570.98,578.02,578.02,400.1,2022,2024.0,11.0,1.0,2.0,1.233,1,0.01233,96.06
ROAD TRANSPORT AND HIGHWAYS,CONNECTING NH-119 MEERUT TOWN,953.79,,953.79,384.66,2022,2024.0,0.0,0.0,2.0,0.0,0,0.0,68.59
ROAD TRANSPORT AND HIGHWAYS,MEERUT NAJIBABAD SECTION TO KM 39.250 AND KM 112.545.IN TH,1936.68,,2458.03,1380.9,2019,2023.0,21.0,1.0,4.0,26.9198,1,0.269198,100.0
ROAD TRANSPORT AND HIGHWAYS,FROM DELHI MEERUT KM 50.000 TO KM 8.520 OF,1147.26,,,81.34,2021,2024.0,,,,0.0,0,0.0,60.0
ROAD TRANSPORT AND HIGHWAYS,ROAD,927.77,,1603.0,1202.77,2019,2022.0,46.0,1.0,3.0,72.7799,1,0.727799,91.25
ROAD TRANSPORT AND HIGHWAYS,CONTROLLED OF DELHI HIGHWAY FROM DELHI UP EPE JUNCTION CH.14.75,2002.79,,2002.79,1989.85,2020,2023.0,13.0,1.0,3.0,0.0,0,0.0,99.0
ROAD TRANSPORT AND HIGHWAYS,BYPASS,1738.2,,1738.2,,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF LEFT OUT PORTION OF RING ROAD CONNECTING TO NH-44 VILLAGE B,772.05,,772.05,593.39,2021,2024.0,6.0,1.0,3.0,0.0,0,0.0,67.5
ROAD TRANSPORT AND HIGHWAYS,OF 4-LANE GREEN FIELD KM. 35.000 TO KM. 49.155 PAVED SHOUL,697.66,,697.66,318.82,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,94.0
ROAD TRANSPORT AND HIGHWAYS,OF 4-LANNING OF SECTION OF NH-87,199.31,244.26,244.26,190.1,2022,2024.0,16.0,1.0,2.0,22.5528,1,0.225528,91.87
ROAD TRANSPORT AND HIGHWAYS,OF TWO LANE WITH HIGHWAY FROM TO CH.49.2OO OF NH-,640.18,602.76,602.76,479.14,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,80.0
ROAD TRANSPORT AND HIGHWAYS,OF SHOHRATGARH UNDER EPC MODE IN,189.31,,,59.91,2022,2025.0,,,,0.0,0,0.0,20.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO PAVED SHOULDER FROM EXISTING KM 90.00,403.36,328.49,403.36,137.71,2021,2025.0,1.0,1.0,4.0,0.0,0,0.0,70.0
ROAD TRANSPORT AND HIGHWAYS,OF PRATAPGARH BYPASS CONNECTING NH-31 TO NH-,225.17,,225.17,,2022,2025.0,2.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,FOUR LANE WITH PAVED DESIGN KM.49.200 TO NH-731B ON EPC MODE,917.91,956.3,917.91,606.74,2022,2026.0,0.0,0.0,4.0,4.1823,1,0.041823,44.0
ROAD TRANSPORT AND HIGHWAYS,OF TWO LANE WITH FROM EXISTING,840.93,773.58,840.93,499.2,2021,2026.0,0.0,0.0,5.0,0.0,0,0.0,40.0
ROAD TRANSPORT AND HIGHWAYS,OF 4-LANE HIGHWAY WITH FROM KM 49.155 TO NH-731A ON HYBRID,1156.72,,1156.72,407.2,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,62.0
ROAD TRANSPORT AND HIGHWAYS,OF SIX-LANE ACCESS HIGHWAY FROM GOGWAN DISTRICT) TO RANIPUR,1843.59,,1843.59,843.83,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,49.0
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANE HIGHWAY SECTION OF,1493.5,,1493.5,,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANE HIGHWAY SECTION OF N,617.87,,617.88,106.2,2022,2025.0,0.0,0.0,3.0,0.0016,1,1.6e-05,71.0
ROAD TRANSPORT AND HIGHWAYS,OF FOUR-LANE SPUR OF RAMPUR- CONNECTING NH-24,646.27,,646.27,91.95,2021,2024.0,9.0,1.0,3.0,0.0,0,0.0,45.61
ROAD TRANSPORT AND HIGHWAYS,", UP-GRADATION OF NH-734 MORADABAD - - KASHIPUR: ?PACKAGE-I:",1841.92,,1841.92,418.99,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,51.5
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION OF TO 4L PS FROM KM 123.650 START OF SHA,1212.26,,1212.26,329.68,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,30.27
ROAD TRANSPORT AND HIGHWAYS,OF SONAULI GORAKHPUR TO DESIGN CH. 7,2555.5,,2555.5,966.89,2021,2025.0,0.0,0.0,4.0,0.0,0,0.0,60.5
ROAD TRANSPORT AND HIGHWAYS,OF 4 LANE GREEN FIELD SIDE GORAKHPUR KMS) STARTING FROM NH,1973.98,,1973.98,736.14,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,47.0
ROAD TRANSPORT AND HIGHWAYS,OF EXISTING 4L SECTION FROM DESIGN,526.45,,526.45,228.37,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,83.0
ROAD TRANSPORT AND HIGHWAYS,OF RING ROAD AROUND KM.000 TO KM. 23.325 SACHENDI I TO MAHARAJPU,1754.0,,1754.0,,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF NEW 4 LANE,1378.36,,739.0,198.15,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,25.1
ROAD TRANSPORT AND HIGHWAYS,OF NEW 4 LANE SOUTHERN BYPASS FROM,993.77,,349.48,372.8,2023,2025.0,3.0,1.0,2.0,0.0,0,0.0,92.86
ROAD TRANSPORT AND HIGHWAYS,OF MARIAHU BYPASS PAVED SHOULDER,438.24,362.39,438.24,211.72,2023,2025.0,6.0,1.0,2.0,0.0,0,0.0,36.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION FROM KM 75.700 OF NH-321G ETAH SECTION) TO T,343.54,,343.54,75.83,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,34.0
ROAD TRANSPORT AND HIGHWAYS,OF JASRA BYPASS WITH SHOULDER FROM KM. 379.670 ON NH-,274.06,,274.06,129.09,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,84.0
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION TO PAVED SHOULDER FROM EXISTING KM.,509.65,,509.65,188.67,2022,2025.0,5.0,1.0,3.0,0.0,0,0.0,21.0
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION TO KM. 40.390 OF NH-730S ? NICHLOUL ? TH,809.25,,809.25,262.06,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,33.0
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANE HIGHWAY SHOULDER FROM KM.74.700,1141.67,,1141.67,,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF BALRAMPUR BYPASS PAVEMENT FROM KM.223.000 OF NH-,515.69,,515.69,172.49,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,28.0
ROAD TRANSPORT AND HIGHWAYS,4L RIGID PAVEMENT FROM KM 90.00 TO KM,309.63,,309.63,11.05,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,15.0
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION TO PAVED SHOULDER/FOUR FROM EXISTING K,974.19,,974.19,586.68,2022,2027.0,0.0,0.0,5.0,0.0,0,0.0,10.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO FROM KM 70.500 TO KM UNDER EPC MODE,296.02,,296.02,27.94,2022,2027.0,0.0,0.0,5.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING FROM 67.280 TO KM. 88.622 OF NH- ROAD) TO,371.89,,371.89,134.82,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,32.0
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION TO KM. 0.0 TO KM. 7.80 AND KM.,701.02,,701.02,243.54,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,10.0
ROAD TRANSPORT AND HIGHWAYS,OF AMETHI BYPASS,283.86,,,58.92,2022,2027.0,,,,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,4L FROM KM.108.50 TO ON HAM IN TH,1511.57,,1511.57,,2023,2027.0,0.0,0.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF RAEBARELI RING WITH FOUR LANE FOR RAEBARELI CITY IN,1273.72,,1273.72,330.12,2022,2027.0,0.0,0.0,5.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION OF NH- PARIKRAMA MARG) PACKAGE,587.97,,587.97,84.06,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,
URBAN DEVELOPMENT,RAIL PROJECT,11076.48,,11076.48,8736.58,2019,2024.0,36.0,1.0,5.0,0.0,0,0.0,72.5
DPIIT,RAIL PROJECT,8379.62,,8379.62,4987.53,2019,2024.0,39.0,1.0,5.0,0.0,0,0.0,54.0
WATER RESOURCES,AND DIVERSION WORKS UTTAR ),231.79,234.03,234.03,141.79,2019,2021.0,39.0,1.0,2.0,0.9664,1,0.009664,100.0
WATER RESOURCES,INTERCEPTION AND STP WORKS AT MEERUT ),681.78,,690.71,13.34,2019,2022.0,42.0,1.0,3.0,1.3098,1,0.013098,25.0
CIVIL AVIATION,OF DOMESTIC TERMINAL BUILDING AT DEHRADUN,456.86,500.0,500.0,483.96,2018,2020.0,48.0,1.0,2.0,9.4427,1,0.094427,100.0
POWER,STORAGE PLANT,1657.0,4825.6,7877.81,8007.27,2006,2010.0,182.0,1.0,4.0,191.2251,1,1.912251,98.2
POWER,PIPALKOTI HYDRO ELECTRIC,2491.58,3860.35,6823.72,,2008,2013.0,165.0,1.0,5.0,54.9358,1,0.549358,
POWER,HYDRO ELECTRIC POWER MW,1527.0,,1527.0,149.93,2012,2017.0,0.0,0.0,5.0,0.0,0,0.0,
RAILWAYS,KARNAPRAYAG NEW LINE,38953.15,,24659.0,18820.04,2011,2025.0,0.0,0.0,14.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,KASHIPUR-SITARGANJ,605.84,,605.84,0.0,2012,2016.0,0.0,0.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF TO 2 LANE WITH PAVED KM 368.00 TO KM 399,274.31,,274.31,253.61,2018,2020.0,40.0,1.0,2.0,0.0,0,0.0,97.31
ROAD TRANSPORT AND HIGHWAYS,PAVED SHOULDER FROM KM 430.00 OF KARANPARYAG TO CHARDHAM PARI,403.36,,403.36,340.32,2018,2020.0,40.0,1.0,2.0,0.0,0,0.0,98.93
ROAD TRANSPORT AND HIGHWAYS,PAVED SHOULDER FROM KM 468.00 OF CHAMOLI TO PAINI PARIYOJNA,417.24,,417.24,344.2,2018,2020.0,40.0,1.0,2.0,0.0,0,0.0,99.88
ROAD TRANSPORT AND HIGHWAYS,EXISTING SINGLE LANE LANE WITH PAVED CONFIGURATION FROM KM.,248.22,,248.22,,2017,2019.0,0.0,0.0,2.0,0.0,0,0.0,
